,File_Name,Book_Name,Topics,Named_Entities
252,edu413_BiennialSurveyEdu1916v2_ocr.pdf,Biennial Survey Edu1916v2,vein:0.788 | total:0.763 | universitaire:0.738 | 1thimme:0.703 | afrikaans:0.702 | advisory:0.701 | 4collet:0.698 | academic:0.694 | but:0.689 | 4bugnon:0.683 | hebrew:0.666 | grande:0.659 | university:0.656 | untertertiahistory:0.640 | rural:0.634 | grants:0.629 | hungarian:0.617 | provincial:0.611 | universitiesan:0.609 | manitobademocratic:0.600 | mohammedans:0.600 | 241ff:0.599 | grant:0.597 | magyars:0.590 | 392ff:0.588,Charles Albert:0.218 | SCHOOLS:0.070 | SCHOOL:0.070 | Education:0.063 | EDUCATION:0.063 | Dutch:0.038 | Schools:0.038 | IRELAND:0.029 | Australia:0.018 | the British Government:0.017 | School of Medicine:0.012 | Bottle:0.010 | Brahman:0.009 | House:0.009 | Ontario:0.008 | JAMAICA:0.008 | PUPILS:0.007 | Budapest:0.006 | ATTENDANCE:0.006 | Wuuram T. Harris:0.006 | Administration:0.005 | Protestant:0.005 | Slovaks 4 1:0.005 | Secondary Schools:0.005 | the War Department:0.005
253,edu906_PracticalAgriculturalChemistry_ocr.pdf,Practical Agricultural Chemistry,sulphuric:0.847 | suldilute:0.757 | aof:0.745 | starch:0.732 | sulphide:0.725 | sulphur:0.719 | sulphoeyanide:0.719 | ignitiontube:0.716 | limestone:0.672 | sulphuretted:0.663 | superphosphate:0.662 | sulphurettedhydrogen:0.659 | sugartake:0.639 | flour:0.632 | superphosphatesix:0.625 | 11seat:0.618 | superphosphatewhen:0.612 | other:0.610 | ammoniacal:0.604 | oilcakes:0.603 | glucose:0.588 | ounce:0.583 | agno:0.577 | nitrogentake:0.576 | kof:0.575,Ll:0.173 | Solid These:0.106 | Am:0.091 | Solution:0.040 | Precipitate:0.026 | TIL:0.020 | AMMONIUM:0.017 | Ammonium:0.017 | Ammonia:0.016 | Phosphates:0.014 | Nitrate:0.013 | Time:0.013 | Potassium:0.013 | Strong:0.013 | Sulphate:0.012 | Lay:0.012 | SODIUM:0.012 | NITROGEN:0.011 | Nitrogen:0.011 | SULPHUR:0.010 | Sulphur:0.010 | Latin:0.010 | CHEMISTRY:0.009 | PRACTICAL:0.009 | Hydrochloric:0.008
254,edu532_SuggestionEducation_ocr.pdf,Suggestion Education,"four:0.873 | toll:0.800 | three:0.745 | bid:0.740 | repetition:0.597 | none:0.575 | times:0.558 | fiver:0.550 | ten:0.550 | it:0.531 | holes:0.454 | many
:0.449 | book:0.442 | pp:0.415 | ii:0.406 | subjects:0.399 | course:0.392 | tendency:0.386 | rose:0.385 | question:0.376 | imitation:0.349 | road:0.325 | conduct:0.324 | repeated:0.289 | example:0.289",W:0.283 | An:0.251 | St:0.172 | Li:0.079 | Suggestion:0.026 | Education:0.013 | EDUCATION:0.013 | Ally:0.011 | State:0.010 | Him:0.009 | Character:0.008 | Soci:0.008 | Than:0.008 | School:0.007 | METHOD:0.006 | Take:0.006 | Whole:0.003 | Z:0.003 | Nature:0.003 | ASO:0.003 | Shall:0.002 | Science:0.002 | Inn:0.002 | Taken:0.001 | Teachers:0.001
255,edu811_AnnualReportDeptEdu1891_ocr.pdf,Annual Report Dept Edu1891,dec:0.969 | memphis:0.966 | maine:0.962 | charles:0.958 | abernathy:0.951 | chattanooga:0.930 | mrs:0.927 | noun:0.925 | bones:0.923 | grown:0.920 | greeneville:0.909 | rank:0.904 | rose:0.902 | box:0.901 | warns:0.893 | cross:0.892 | superintendentelect:0.875 | oak:0.871 | huffakers:0.864 | kefauver:0.846 | met:0.846 | ranks:0.844 | huffakeris:0.842 | buchanan:0.841 | grammar:0.833,the State Normal:0.254 | Guthrie:0.188 | Appendix B. i:0.121 | HONVONAL:0.054 | M. Benton:0.013 | Fowler:0.011 | South College:0.010 | Dallas:0.008 | Bites:0.008 | ALIVUOT:0.007 | W. ff:0.007 | SINR:0.007 | Rustic ScHoot:0.006 | the Northwestern Journal:0.006 | Horticulture:0.006 | SUPERINTEN:0.006 | Memphis:0.006 | Noun M. Quiet:0.006 | Cleveland:0.006 | REP:0.005 | Bradley County:0.004 | Hutiaker:0.004 | the Southern States:0.004 | NEES:0.004 | CartER County:0.004
256,edu240_MindInTheMaking_ocr.pdf,Mind In The Making,george:0.904 | bid:0.828 | cannibalism:0.785 | twenty:0.785 | nine:0.784 | anthropologist:0.772 | epilepsy:0.771 | anthropology:0.755 | cannibalistic:0.741 | typewriting:0.721 | reported:0.715 | plateau:0.711 | adenoids:0.683 | epileptic:0.672 | thirtyeight:0.670 | report:0.661 | seizures:0.660 | epileptics:0.656 | anthropological:0.649 | obedience:0.639 | plateauperiod:0.631 | psychology:0.623 | automatizations:0.617 | simply:0.614 | journal:0.614,F:0.532 | K:0.098 | Ate:0.039 | MIN:0.027 | SCHOOL:0.017 | Vol:0.012 | Met:0.011 | EDUCATION:0.010 | CAUSE:0.010 | Than:0.009 | NERVOUS:0.008 | Sam:0.006 | Organ:0.006 | Ton:0.006 | INDIVIDUAL:0.005 | Method:0.005 | BRAIN:0.005 | Brain:0.005 | NATURE:0.004 | Nature:0.004 | The Child:0.004 | ERR:0.003 | Success:0.003 | Habit:0.003 | Line:0.002
257,edu472_MentalMeasurementEduVocational_ocr.pdf,Mental Measurement Edu Vocational,cuapman:0.977 | procror:0.974 | brewer:0.968 | dickson:0.965 | doors:0.958 | chapters:0.944 | cord:0.892 | record:0.857 | ten:0.769 | references:0.760 | bibliographies:0.722 | discussions:0.712 | occupationalintelligence:0.690 | discussion:0.688 | cuapmman:0.685 | eating:0.650 | approved:0.640 | abilities:0.605 | resting:0.591 | scales:0.585 | prntner:0.582 | curriculum:0.564 | scale:0.532 | national:0.525 | lewis:0.525,Education:0.130 | MEASUREMENT:0.111 | EDUCATIONAL:0.083 | VOCATIONAL GUIDANCE:0.057 | Vocational Guidance:0.057 | Chap:0.039 | OccupationAL:0.032 | Results:0.029 | Bibliography:0.022 | Vol:0.020 | Cord:0.017 | Army:0.017 | JOURNAL:0.016 | JouRNAL:0.016 | Industry:0.011 | BREWER:0.009 | Order:0.009 | Society:0.007 | Monroe:0.007 | Merit:0.006 | Yearbook:0.006 | Intelligence Rests:0.006 | XII:0.006 | Dickson:0.006 | PERSONNEL RESEARCH:0.006
258,edu072_RuralStudies_ocr.pdf,Rural Studies,"landscape:0.509 | garden:0.465 | rural:0.425 | acres:0.384 | village
:0.382 | farm:0.214 | land:0.193 | place:0.151 | urban:0.143 | trees:0.119 | upon:0.113 | :0.064 | may:0.055 | would:0.038 | one:0.038 | country:0.036 | good:0.028 | must:0.026 | man:0.023 | great:0.023 | make:0.021 | old:0.020 | much:0.019 | new:0.018 | witness:0.016",F:0.727 | COUNTRY:0.022 | END:0.020 | RURAL:0.017 | Ran:0.015 | Z:0.013 | Cap:0.011 | Line:0.011 | URBAN:0.008 | Urban:0.008 | RST:0.007 | City:0.007 | Green:0.006 | Err:0.005 | GROUNDS:0.004 | NAGE:0.004 | Auckland:0.004 | Erie:0.004 | LACKLAND:0.003 | America:0.003 | England:0.003 | State:0.003 | American:0.002 | HILE:0.002 | Sort:0.002
259,edu527_GeneralScience_ocr.pdf,General Science,pulleys:0.935 | charcoal:0.869 | motor:0.842 | candle:0.841 | parameter:0.812 | evaporating:0.791 | candles:0.791 | molecule:0.776 | turbine:0.768 | lenses:0.765 | dioxide:0.758 | disinfection:0.755 | disinfecting:0.753 | wheel:0.751 | stains:0.749 | auditory:0.748 | ear:0.744 | disinfectant:0.742 | instrument:0.718 | telegraphic:0.714 | ears:0.712 | ammeters:0.710 | wave:0.708 | third:0.708 | molecular:0.703,F:0.275 | P:0.207 | W:0.190 | Ll:0.052 | K:0.045 | EAT:0.020 | USE:0.015 | Use:0.015 | Tic:0.010 | HEAT:0.009 | GEN:0.008 | Fig:0.007 | FIG:0.007 | Met:0.006 | Z:0.006 | ECA:0.005 | SUBSTANCE:0.004 | COLOR:0.004 | FRE:0.004 | SOUND:0.003 | Round:0.003 | Ape:0.003 | TEMPERATURE:0.003 | SUN:0.002 | Glass:0.002
260,edu159_EthicalMoralInstructionSchools_ocr.pdf,Ethical Moral Instruction Schools,"morals
:0.514 | :0.404 | moral:0.258 | teaching:0.211 | morality:0.183 | ethical:0.163 | righteousness:0.160 | ethics:0.155 | education:0.153 | schools:0.136 | teachers:0.134 | school:0.061 | may:0.039 | one:0.036 | teacher:0.035 | life:0.027 | would:0.027 | study:0.021 | must:0.018 | us:0.018 | work:0.016 | instruction:0.015 | personal influence:0.014 | influence:0.013 | pupils:0.012",Ll:0.434 | SCHOOLS:0.093 | Ethical:0.069 | Education:0.056 | Met:0.056 | ENE:0.047 | Ready:0.044 | Said:0.014 | Respect:0.012 | Schoolmaster:0.009 | Columbia:0.009 | Harvard:0.009 | America:0.007 | Church:0.007 | Harvard University:0.007 | Columbia University:0.007 | Teachers College:0.007 | George Herbert:0.005 | Boston:0.005 | English:0.005 | HOUGHTON MIFFLIN COMPANY:0.005 | American:0.005 | United States:0.003 | New Work:0.003 | purOBE:0.001
261,edu227_ArtTrainingLifeIndustry_ocr.pdf,Art Training Life Industry,"unnecessary:0.494 | painting:0.481 | took:0.468 | preparation:0.437 | worry:0.434 | clearly:0.425 | danger:0.420 | emotion:0.408 | artists:0.402 | enough
:0.397 | drawing:0.389 | knowledge:0.371 | art:0.310 | purpose:0.225 | opportunity:0.211 | arts:0.200 | education:0.171 | schools:0.169 | school:0.156 | design:0.136 | would:0.071 | must:0.045 | experience:0.039 | appreciation:0.038 | said:0.027",America:0.064 | Alton:0.052 | Foot:0.052 | German:0.048 | Hair:0.048 | Love:0.044 | France:0.036 | England:0.036 | Barrington:0.036 | Germany:0.032 | The United States:0.028 | the United States:0.028 | House:0.024 | Schulte:0.024 | California:0.020 | Government:0.020 | John:0.020 | English:0.020 | Berlin:0.016 | American:0.016 | Munich:0.016 | British:0.016 | Paris:0.012 | the Love:0.012 | French:0.012
262,edu018_ScientificStudyEducation_ocr.pdf,Scientific Study Education,fig:0.919 | louis:0.906 | figs:0.849 | macmillan:0.769 | doctrine:0.768 | watt:0.750 | algebra:0.745 | montessori:0.733 | observations:0.721 | psychology:0.720 | chap:0.718 | inspection:0.710 | experiments:0.697 | up:0.690 | playgrounds:0.684 | stoughton:0.676 | recitations:0.667 | experimental:0.667 | observation:0.666 | mathematics:0.659 | hid:0.657 | oralreading:0.656 | of:0.655 | playground:0.642 | recitation:0.639,"Race Leading:0.457 | Or:0.116 | the School Survey:0.040 | L:0.040 | SCHOOL:0.040 | ERE:0.029 | Department of Education:0.017 | EDUCATION:0.017 | STA:0.014 | Schools:0.012 | Allison:0.011 | MET:0.011 | Society:0.011 | All Flag Young:0.010 | Nebraska:0.009 | W. H. Smith:0.005 | L. P. Eyes:0.005 | Green, & To:0.005 | Germanel:0.005 | Greece:0.005 | IRS:0.004 | DEVELOPMENT:0.003 | School A:0.003 | CURRICULUM:0.003 | Menard P. Eyes:0.003"
263,edu401_HistoryUniversityOxfordVol1_ocr.pdf,History University Oxford Vol1,ing:0.960 | polls:0.948 | rev:0.946 | air:0.938 | prof:0.937 | bodleian:0.931 | anne:0.917 | iv:0.916 | xxii:0.916 | magrath:0.899 | ed:0.898 | xxxiii:0.897 | preached:0.890 | magraths:0.849 | xxxii:0.847 | xxi:0.846 | brodrick:0.841 | ch:0.840 | clark:0.837 | xxxviii:0.836 | instep:0.833 | brodricks:0.831 | edward:0.831 | xxiv:0.830 | think:0.828,Commonwealth:0.119 | Little University All:0.094 | the University Statutes:0.066 | Somnore:0.049 | Philip (Montgomery:0.029 | Savyowre:0.024 | Ab:0.016 | Carmelite:0.015 | Ing.:0.014 | THE FOURTEENTH CENTURY:0.012 | T. Leave:0.012 | Poland Eyes:0.012 | Bishop Carpenter:0.012 | Thrown:0.010 | the Regent Doctors:0.010 | Karl:0.009 | Benedictine Houses:0.008 | Bishop of Worcester:0.008 | Lectures:0.007 | John Hotham:0.007 | the University:0.007 | Bishop:0.006 | the College:0.005 | Edward Herbert:0.005 | Reynolds:0.005
264,edu936_ReportOfficeEducation1886_ocr.pdf,Report Office Education1886,dec:0.966 | mrs:0.951 | arc:0.945 | john:0.915 | took:0.899 | decrease:0.872 | salaries:0.850 | th:0.839 | latin:0.830 | territories:0.830 | arithmetic:0.828 | schoors:0.828 | schoor:0.807 | cents:0.782 | decreased:0.782 | mitka:0.777 | december:0.770 | salary:0.766 | dawson:0.761 | schoolhousesor:0.746 | females:0.741 | leader:0.739 | printing:0.739 | takes:0.739 | arithmeticoral:0.738," BOD:0.319 | Gothic:0.130 | :0.076 | Interior Department:0.036 | The Golden Mean.?—The:0.033 | Cleveland:0.033 | Boring, Bureau:0.020 | S Garfield:0.014 | Afford:0.013 | 7 Western Division:0.013 | the Pacific Slope:0.011 | CoLorapno.—It:0.010 | Chapter XXIT:0.008 | Pennsylvania:0.007 | D. D. Illustrated:0.007 | the Normal School:0.006 | W. H. Sweet:0.006 | Dans:0.006 | Greece:0.006 | Brookline:0.005 | Ka102 EDUCATION REPORT:0.005 | Japanese:0.005 | CALIFORNIA:0.004 | BER:0.004 | Grown Joint:0.004"
265,edu895_SongSeriesVol2_ocr.pdf,Song Series Vol2,"eh
:0.593 | teaching:0.533 | teachers:0.499 | :0.317 | sing:0.266 | instruction:0.259 | copyright:0.227 | music:0.198 | teacher:0.165 | songs:0.162 | singing:0.158 | schools:0.136 | children:0.126 | see:0.071 | copyright 1907:0.047 | company:0.047 | ing:0.045 | long:0.035 | trade:0.034 | king:0.033 | go:0.03 | took:0.026 | monk:0.025 | tick:0.023 | one:0.022","Copyright:0.218 | SONG:0.162 | Music:0.065 | TEACHER:0.060 | ERY
:0.035 | Sum:0.020 | BIRD:0.020 | BEE:0.020 | Boa:0.015 | Back Frost:0.015 | the First Trade:0.015 | TOAD:0.015 | ZOO:0.015 | Copynicut:0.010 | Washington:0.010 | LAIDLAW BROTHERS:0.010 | CARPENTER:0.010 | Cap:0.010 | The Scissors Grinder:0.010 | Sick:0.010 | Mistake:0.010 | the Primary Trades:0.010 | CLOCK:0.010 | Rush:0.010 | THE SCISSORS GRINDER:0.010"
266,edu787_GoodEnglishOralWritten_ocr.pdf,Good English Oral Written,selected:0.910 | henry:0.906 | birds:0.895 | plurals:0.891 | mary:0.876 | autumn:0.874 | circus:0.869 | ten:0.860 | ready:0.859 | week:0.844 | helen:0.843 | flowers:0.842 | late:0.841 | sing:0.840 | autumns:0.835 | boat:0.814 | interrogative:0.814 | spoken:0.812 | sit:0.802 | sun:0.800 | irving:0.799 | speak:0.798 | charles:0.794 | arthurs:0.794 | christmas:0.792,Lesson 145:0.154 | Alice:0.073 | George:0.069 | CRANE:0.064 | Corps Use:0.033 | Write:0.023 | Lesson:0.021 | Down:0.020 | SED:0.020 | the Panama Canal:0.019 | Charles Rudely Earner:0.018 | Knights:0.017 | Lesson 18:0.015 | ANT:0.015 | Lesson 5:0.013 | Scuootnouse Karp:0.011 | Paris:0.010 | Connecticut:0.010 | William Sullen Bryant:0.009 | Ohio:0.009 | William C. Cancer:0.008 | Take:0.008 | Ice:0.008 | Heir:0.007 | Subject:0.007
267,edu134_DancingMouse_ocr.pdf,Dancing Mouse,parker:0.880 | wide:0.821 | markings:0.815 | foodbox:0.792 | foodboxes:0.781 | physiologische:0.759 | bzometrica:0.748 | width:0.721 | reid:0.715 | physiologie:0.714 | nineteenth:0.700 | nests:0.689 | aren:0.684 | eighteenth:0.684 | dizziness:0.676 | occur:0.656 | alexander:0.641 | cases:0.638 | ladder:0.631 | deaf:0.626 | ladderclimbing:0.625 | reids:0.620 | diameterand:0.608 | although:0.600 | efficiency:0.598,"G. “White Mitteilung:0.254 | Physiologie:0.239 | the Characteristics, Origin:0.228 | HAACKE:0.118 | Keener:0.054 | wissenschaftliche Zovblogie:0.014 | T.7:0.013 | TES:0.007 | VALUES Cut:0.004 | Sta:0.003 | Trees):0.002 | Tender’s:0.002 | Table:0.002 | Schlumberger:0.002 | Time:0.002 | Herr First:0.002 | G. UND KRreEIDL:0.001 | Sister:0.001 | Sila 1 ahOmnl:0.001 | Green:0.001 | Occur Front (Green:0.001 | House:0.001 | France:0.001 | Ohrlabyrinth:0.001 | Lapynivrn:0.001"
268,edu229_MoralPrinciplesEducation_ocr.pdf,Moral Principles Education,":0.415 | principle
:0.309 | social:0.228 | education:0.193 | school:0.193 | principles:0.193 | teaching:0.190 | ethical:0.178 | moral:0.177 | schools:0.158 | society:0.106 | life:0.051 | child:0.048 | one:0.044 | must:0.038 | upon:0.035 | social life:0.031 | may:0.027 | work:0.024 | power:0.022 | individual:0.018 | geography:0.016 | public:0.015 | character:0.015 | ideas:0.015",School:0.292 | SCHOOL:0.292 | Education:0.201 | Discipline:0.016 | Moral Instruction:0.013 | TEP:0.011 | English:0.011 | the Public School:0.009 | Native:0.009 | THE SCHOOL COMMUNITY:0.006 | Labor:0.004 | Rural Schools:0.004 | Administration and Supervision:0.004 | Artist:0.004 | Smith:0.004 | Professions:0.004 | German:0.004 | the Elementary School:0.004 | the Primary Trades:0.002 | Nowhere:0.002 | Sisyphus:0.002 | School Children:0.002 | BioomrFiep:0.002 | Egyptian:0.002 | the High School:0.002
269,edu239_SocialDevelopmentEducation_ocr.pdf,Social Development Education,appleton:0.970 | james:0.917 | translated:0.879 | translation:0.833 | thirty:0.812 | seminary:0.780 | fifteen:0.741 | age:0.740 | jonathan:0.691 | angeles:0.654 | ohio:0.643 | pedagogical:0.638 | francisco:0.635 | cincinnati:0.620 | johnson:0.600 | macmillan:0.598 | columbus:0.593 | denver:0.589 | city:0.585 | wisconsin:0.574 | philadelphia:0.574 | iv:0.571 | cleveland:0.570 | pedagogy:0.570 | chicago:0.556,P:0.528 | Child:0.048 | CHILD:0.048 | Develop:0.020 | School:0.019 | Va:0.017 | Thou:0.017 | INDIVIDUAL:0.014 | Time:0.014 | Education:0.013 | EDUCATION:0.013 | GROUP:0.012 | PARENT:0.009 | Teres:0.008 | SOCIAL DEVELOPMENT:0.007 | SOCIAL DEVELOPMENT AND:0.006 | ALTER:0.005 | Schools:0.005 | NEED:0.004 | Character:0.004 | Parents:0.004 | INTERESTS:0.003 | INFLUENCE:0.003 | Society:0.003 | Ton:0.003
270,edu818_AnnualReportDeptEdu1901_ocr.pdf,Annual Report Dept Edu1901,garrett:0.964 | cross:0.959 | conductor:0.958 | wilson:0.955 | mitchell:0.953 | mrs:0.951 | rev:0.946 | pale:0.940 | brandon:0.940 | humming:0.932 | female:0.929 | vomer:0.928 | columbia:0.923 | iv:0.916 | oil:0.892 | cookeville:0.889 | william:0.885 | conductors:0.853 | conductorpedagogy:0.851 | conductorin:0.849 | real:0.843 | fitzpatrick:0.818 | conductorunited:0.816 | grammar:0.804 | fitzpatrickthe:0.797,12:0.126 | Miss E. Blunders:0.082 | USIH:0.052 | AtepBay:0.050 | Hansom:0.038 | Stewart County............:0.038 | Toward Female College:0.031 | ETE:0.025 | J. W. ‘They:0.015 | Butler:0.014 | Stewart County..........:0.012 | W. C. Fibro:0.012 | SATS:0.011 | URAL:0.010 | J. Stowe:0.010 | Chemistry:0.009 | the County Board:0.009 | STE:0.009 | Ringgold:0.008 | Freedmen:0.008 | The’Embody Normal College:0.007 | + kuepBay:0.007 | Louise:0.007 | Willie:0.007 | R. H. Grown:0.007
271,edu058_TwoViewsEducation_ocr.pdf,Two Views Education,iv:0.747 | night:0.711 | fifthly:0.701 | miles:0.620 | bid:0.567 | third:0.517 | fourthly:0.510 | thirdly:0.503 | pp:0.453 | secondly:0.453 | poets:0.451 | teaching:0.434 | books:0.420 | teachers:0.412 | reading:0.385 | christabel:0.383 | chap:0.378 | student:0.377 | vol:0.358 | took:0.344 | translation:0.343 | parr:0.343 | de:0.339 | :0.315 | hawthorne:0.292,De:0.157 | HAT:0.093 | English:0.025 | ENGLISH:0.025 | END:0.025 | SCHOLAR:0.019 | GREEK:0.018 | Greek:0.018 | TEACHER:0.017 | Time:0.017 | Thou:0.017 | SIN:0.015 | Been:0.013 | Education:0.013 | Word:0.013 | SCHOLARS:0.012 | Latin:0.012 | LATIN:0.012 | Literature:0.011 | America:0.009 | Into:0.008 | SCHOLARSHIP:0.008 | Nation:0.008 | School:0.007 | Plato:0.007
272,edu843_IndustrialArtsElementarySchools_ocr.pdf,Industrial Arts Elementary Schools,"mrs:0.821 | trades:0.703 | trade:0.683 | fig:0.646 | full:0.631 | five:0.623 | projects:0.514 | professor
:0.458 | schools:0.454 | activities:0.447 | caskets:0.445 | education:0.403 | design:0.393 | :0.313 | teacher:0.221 | arts:0.177 | teachers:0.175 | school:0.163 | making:0.145 | work:0.127 | industrial:0.061 | industrial arts:0.050 | children:0.040 | made:0.036 | industry:0.034",Va:0.124 | DUSTRIAL ARTS:0.098 | Industrial Arts:0.096 | Teachers:0.061 | Vol:0.040 | NEED:0.031 | Purpose:0.030 | PURPOSE:0.030 | Education:0.028 | Indian:0.023 | Elementary Industrial Arts:0.020 | New Work:0.020 | WOOD:0.020 | SHOP:0.017 | CONTENT:0.016 | New Work City:0.016 | Textiles:0.013 | Eskimo:0.013 | Indiana:0.013 | EMPHASIS:0.012 | Teachers College:0.010 | Fig:0.008 | Columbia University:0.007 | Instructor:0.007 | Japan:0.007
273,edu381_StudiesHistoricalMethod_ocr.pdf,Studies Historical Method,took:0.873 | vols:0.866 | hart:0.779 | papers:0.768 | translated:0.755 | centseach:0.744 | take:0.734 | translation:0.727 | composition:0.725 | eight:0.717 | adams:0.716 | maps:0.711 | paper:0.704 | library:0.694 | map:0.670 | charlemagnes:0.669 | edit:0.666 | illustrated:0.664 | illustration:0.662 | sixth:0.660 | tooks:0.655 | libraries:0.651 | sheets:0.647 | fourteen:0.642 | faces:0.636,Latin:0.074 | Art:0.048 | Which:0.044 | PAR:0.034 | METHOD:0.034 | Time:0.025 | Rest:0.017 | America:0.016 | AMERICA:0.016 | God:0.014 | State:0.014 | The West Looks:0.013 | English:0.013 | HISTORICAL METHOD:0.012 | DETERMINED:0.012 | American:0.011 | Detail:0.010 | Horace:0.010 | German:0.009 | Putnam’s Sons:0.009 | States:0.008 | New Work:0.007 | Cloth:0.007 | France:0.007 | Buchanan:0.007
274,edu781_UniversalSchoolMusicSeries_ocr.pdf,Universal School Music Series,oe:0.888 | nocturnes:0.888 | beethovenone:0.870 | beethovens:0.862 | polonaise:0.855 | louis:0.853 | violin:0.823 | beethovenkreisler:0.822 | beethovenleisler:0.821 | sonata:0.820 | polonaisehoping:0.807 | operatic:0.798 | orchestration:0.784 | nocturnehoping:0.753 | libretto:0.749 | violinist:0.742 | sonataform:0.741 | manner:0.739 | fairies:0.733 | schuberts:0.731 | hungarian:0.727 | lullaby:0.723 | percussion:0.723 | dolls:0.721 | longmendelssohn:0.719,N:0.465 | F:0.158 | G:0.127 | Ll:0.038 | Music:0.019 | Composer:0.004 | Lesson:0.004 | Orchestra:0.004 | TEACHER:0.003 | School:0.003 | Series:0.003 | SERIES:0.003 | Piano:0.003 | MEA:0.003 | Opera:0.003 | Songs:0.003 | String:0.002 | BOOK:0.002 | Line:0.002 | Symphony:0.002 | Word:0.002 | School Music:0.002 | Rio:0.002 | Been:0.002 | Mendelssohn:0.001
275,edu447_PrinciplesSecondaryEducationVol2_ocr.pdf,Principles Secondary Education Vol2,discussion1:0.758 | discussion:0.755 | discussions:0.754 | boston:0.694 | translating:0.693 | angles:0.691 | translator:0.689 | go:0.675 | inventions:0.655 | thoughtprocesses:0.653 | translation:0.651 | mathematics:0.638 | fish:0.635 | translated:0.631 | perception:0.629 | angle:0.622 | invention:0.622 | jupiter:0.619 | sociology:0.586 | ran:0.582 | inventive:0.581 | bees:0.579 | zoology:0.575 | causation:0.574 | invent:0.572,Or:0.545 | Z:0.043 | FACTS:0.035 | PROBLEM:0.033 | Hypothesis:0.020 | Vol:0.017 | Tel:0.015 | Learn:0.014 | Problems:0.013 | INDUCTION:0.013 | History:0.012 | English:0.011 | Translation:0.009 | Mathematics:0.008 | Grammar:0.008 | SCIENTIFIC BASIS:0.007 | America:0.007 | Ruth:0.006 | Latin:0.006 | American:0.006 | German:0.005 | CTL:0.005 | Young:0.004 | Processes of Application:0.004 | Schools:0.004
276,edu432_AddressesProceedingsNationalEduAssociation1889_ocr.pdf,Addresses Proceedings National Edu Association1889,topeka:0.974 | madison:0.968 | william:0.961 | emporia:0.951 | carried:0.929 | cleveland:0.919 | john:0.915 | woodward:0.894 | iowa:0.884 | vicepresidents:0.881 | treasurerd:0.875 | motion:0.869 | treasurers:0.869 | georgia:0.863 | marbles:0.858 | secretarys:0.857 | sheldon:0.851 | paper:0.851 | harriss:0.838 | adjourned:0.837 | iowac:0.815 | vicepresidentgrorge:0.808 | eighth:0.801 | thomas:0.799 | cases:0.790,Stoughton:0.379 | F. King:0.344 | Bishop Cosgrove:0.027 | W. E.:0.019 | A.P. T.A:0.016 | All:0.012 | ILL:0.006 | Cardinal Wiseman:0.006 | C. S:0.005 | BOKKELEN:0.005 | ANN ARBOR:0.004 | W.R. Thigpen:0.004 | OSE:0.004 | County Teachers’ Association:0.003 | J. M. Greenwood:0.002 | the American State:0.002 | Jeremiah N. Reynolds’s:0.002 | Dora A.:0.002 | Associa:0.002 | New Mexico:0.002 | J. C. Rapier:0.002 | Board:0.002 | Monsarret:0.002 | Shall:0.002 | America:0.002
277,edu878_ThreeYearPrepCourseFrench_ocr.pdf,Three Year Prep Course French,tres:0.950 | tube:0.948 | fear:0.925 | loud:0.904 | tr:0.901 | ten:0.867 | cents:0.863 | part:0.861 | fears:0.847 | bank:0.828 | tea:0.810 | banks:0.808 | trees:0.800 | iron:0.793 | fret:0.775 | vovabularies:0.773 | joint:0.773 | met:0.770 | speak:0.770 | translating:0.741 | passive:0.739 | subjective:0.735 | drink:0.724 | eyelid:0.723 | jump:0.722,O:0.328 | P:0.129 | Le:0.070 | Ai:0.050 | W:0.049 | La:0.036 | Us:0.029 | Ll:0.024 | El:0.017 | Au:0.013 | Art:0.013 | Qui:0.011 | Ni:0.010 | Vous:0.007 | Ogg:0.005 | LESSON:0.005 | Lesson:0.005 | Dans:0.004 | Etait:0.004 | FRENCH:0.004 | French:0.004 | Mais:0.004 | Imp:0.003 | Avail:0.003 | Passepartout:0.003
278,edu974_ReportOfficeEducation1916Vol2_ocr.pdf,Report Office Education1916 Vol2,wyoming:0.773 | vocational:0.743 | 1917vol:0.735 | kindergarten:0.706 | kindergartens:0.701 | dear:0.680 | commissioner:0.671 | commissioners:0.666 | surveys:0.661 | gardening:0.657 | iv:0.655 | see:0.640 | sees:0.626 | negro:0.613 | curriculum:0.612 | alaskan:0.606 | negroes:0.597 | natives:0.587 | alaska:0.581 | pamphlets:0.547 | gardens:0.545 | schoolteacher:0.541 | claxton:0.539 | teacher:0.537 | periodicals:0.531,Education:0.115 | Us:0.096 | Schools:0.067 | SCHOOLS:0.067 | State:0.062 | BUREAU:0.040 | Bureau:0.040 | War:0.029 | Which:0.028 | EDUCATIONAL:0.027 | Nation:0.019 | States:0.019 | the War:0.017 | Bulletin:0.011 | Elementary:0.010 | ELEMENTARY:0.010 | Universities:0.009 | National:0.009 | VOCATIONAL:0.009 | the United States:0.008 | THE UNITED STATES:0.008 | Specialist:0.007 | Women:0.007 | The Nation:0.006 | Government:0.006
